,B24_NAME,RM_ID,P26_RA,P26_DEC,B24_R500,z,LAMBDA_CHISQ,LAMBDA_CHISQ_ERR,B24_KT,B24_KT_L,B24_KT_H,B24_L500_0520,B24_L500_L_0520,B24_L500_H_0520,P26_T_ero,P26_T_ero_lo_err,P26_T_ero_hi_err,P26_L_0.5-2_ero,P26_L_0.5-2_ero_lo_err,P26_L_0.5-2_ero_hi_err,P26_L_0.1-10_ero,P26_L_0.1-10_ero_lo_err,P26_L_0.1-10_ero_hi_err,P26_T_xmm,P26_T_xmm_lo_err,P26_T_xmm_hi_err,P26_L_0.5-2_xmm,P26_L_0.5-2_xmm_lo_err,P26_L_0.5-2_xmm_hi_err,P26_L_0.1-10_xmm,P26_L_0.1-10_xmm_lo_err,P26_L_0.1-10_xmm_hi_err
102,1eRASS J233000.7-543701,22347.0,352.5,-54.62,770.0,0.17,22.0,2.7109697,-1.0,5.34,-1.0,22.833,17.95,27.796,7.840818161,5.872404227,-7.840818161,9.089864315e+42,9.089864315e+42,1.36941915513404e+42,3.1209992660000005e+43,3.1209988509335983e+43,1.5358598950801151e+43,2.74467729,0.2385089199999996,0.3200375260000001,2.4596281910000005e+43,7.165968802959101e+41,1.15363647792787e+42,5.838133758000001e+43,3.7042135490514505e+42,3.45966425155103e+42
103,1eRASS J233226.7-535814,370.0,353.11,-53.97,1305.0,0.42,85.0,3.6650655,1.66,1.42,3.38,465.647,409.837,530.103,2.17284204,0.4267044009999998,0.8579868390000001,4.3010686239999995e+44,5.45793730239503e+43,8.645365410183466e+43,9.031060074e+44,8.631274035162993e+43,1.851629353998872e+44,6.806174585,0.2888127489999998,0.4666554219999996,4.702016460000001e+44,1.038293868748682e+43,9.843655197666929e+42,1.562042364e+45,4.343484589398736e+43,3.1438147478013727e+43
104,1eRASS J004059.2-444515,11383.0,10.25,-44.76,685.0,0.21,34.0,4.4270267,-1.0,0.52,-1.0,18.087,10.624,25.718,0.008,0.008,0.04276258244,5.088438132e+35,5.088438132e+35,1.8153635616478184e+37,6.642205494e+54,6.642205494e+54,1.958629036224848e+56,4.182326611,0.4807896259999995,0.4367583260000005,2.9825502169999997e+43,7.886870116205401e+41,1.1377962096300701e+42,8.325822627000001e+43,5.19941234763985e+42,4.4341422416453604e+42
105,1eRASS J020308.4-201708,36.0,30.79,-20.29,1103.0,0.44,126.0,3.9437068,-1.0,12.0,-1.0,237.423,203.767,272.146,63.98693967,51.51192089,-63.98693967,2.5032316410000003e+44,2.5032316410000003e+44,3.3670364381884157e+44,1.205196002e+45,1.2051960019999996e+45,1.2929883200309474e+45,6.397991438,0.4023368039999999,0.4043299420000004,3.1063807840000003e+44,5.90980782946465e+42,6.63277619872289e+42,1.0093699810000002e+45,2.7898505415098643e+43,2.316540870014933e+43
106,1eRASS J033645.6-314339,75.0,54.19,-31.74,929.0,0.42,118.0,4.5612416,5.34,1.95,12.1,115.305,96.47,139.439,7.091824475,4.443259167000001,-7.091824475,8.112532052000001e+43,8.112532052000001e+43,8.620291730230301e+42,2.6830416529999998e+44,2.6830415763786502e+44,5.727940606466482e+43,5.002655407,0.3660807109999995,0.3694534740000001,1.206229644e+44,3.19178649136493e+42,2.4586691145022206e+42,3.600406788e+44,1.2356026356917039e+43,1.232174107729783e+43
107,1eRASS J034350.6-552902,14164.0,55.95,-55.48,636.0,0.12,26.0,2.3519344,-1.0,1.23,-1.0,6.64,4.759,9.071,1.659800176,0.3588577020000001,-1.659800176,3.0300213159999997e+42,1.12241099645397e+42,1.1168529007344302e+42,5.782002285e+42,2.3623653832873198e+42,2.5033342455885905e+42,1.080677727,0.2270824979000001,0.1846512879999999,1.6578646970000002e+34,1.6578646970000002e+34,5.111385142400585e+44,2.6857188590000003e+34,2.6857188590000003e+34,9.859917064153055e+44
108,1eRASS J011527.9-413401,12995.0,18.87,-41.57,812.0,0.13,23.0,2.0205083,-1.0,2.84,-1.0,19.604,16.948,23.333,5.137654532,3.03218261,16.242119978,1.925360162e+43,6.080624442481499e+42,2.5861991228022698e+42,5.772038023999999e+43,4.2703238847555117e+43,1.3959716986817302e+43,2.295810475,0.2464610780000002,0.2913070219999998,1.7643770789999998e+43,6.9800461937996e+41,9.230252929352599e+41,3.905201387e+43,2.10911635383996e+42,3.23651782553207e+42
109,1eRASS J063846.8-535831,230.0,99.69,-53.97,1401.0,0.25,96.0,6.164455,7.24,6.47,10.49,566.034,544.923,583.85,7.969300269,1.5607906109999998,2.485395671000001,5.736447335000001e+44,1.4303637519400712e+43,1.3371052580026501e+43,1.9768135010000003e+45,1.7657372021423358e+44,1.2322038052858547e+44,8.739630265,0.2122210889999998,0.1639743940000002,7.225040553e+44,3.1647505344489104e+42,3.0756037422128505e+42,2.580878138e+45,1.3378842662296738e+43,1.4418955874104712e+43
110,1eRASS J030458.8-313930,11900.0,46.24,-31.66,500.0,0.62,34.0,2.9080396,-1.0,-1.0,-1.0,-1.0,-1.0,94.907,,,,,,,,,,3.162253229,1.032246073,2.221048456,4.360448678e+43,8.72412852560569e+42,1.3300457097733779e+43,1.0917616229999999e+44,2.683274815804008e+43,2.0359439055235544e+43
111,1eRASS J031705.2-593719,2668.0,49.27,-59.63,500.0,0.26,51.0,5.0262237,-1.0,-1.0,-1.0,-1.0,-1.0,46.001,,,,,,,,,,5.352398464,1.0450145270000002,1.6939670949999996,1.602589108e+43,2.0962180441847604e+42,1.9354154320038004e+42,4.910100974000001e+43,5.79173055625293e+42,7.32755080503125e+42
112,1eRASS J203826.6-561509,595.0,309.61,-56.26,500.0,0.37,67.0,3.6791718,-1.0,-1.0,-1.0,-1.0,-1.0,51.075,,,,,,,,,,5.285407535,1.0043509310000005,1.2984530899999998,3.425376158e+43,1.9478690520724198e+42,2.5549053256723705e+42,1.0443820610000002e+44,9.858198757004741e+42,5.62406811072929e+42
